",Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi"
"5423,Hyundai,Creta1.6 SX Plus Petrol,2017,Delhi-Ncr,89000.0,petrol,manual,668000.0,11375"
"5424,Tata,NexonKraz Petrol,2019,Delhi-Ncr,23500.0,petrol,manual,617000.0,10507"
"5425,Maruti,CiazAlpha Hybrid 1.5 AT,2019,Delhi-Ncr,65500.0,petrol,automatic,738000.0,12567"
"5426,Maruti,IgnisZeta 1.2 AMT,2019,Delhi-Ncr,85000.0,petrol,automatic,441000.0,7509"
"5427,Hyundai,Elite i20Magna 1.2,2015,Delhi-Ncr,78000.0,petrol,manual,335000.0,6097"
"5428,Tata,NexonXZA Plus AMT S,2022,Delhi-Ncr,25500.0,petrol,automatic,949000.0,16160"
"5429,Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2018,Delhi-Ncr,89500.0,petrol,automatic,639000.0,10881"
"5430,Renault,DusterRxE Petrol,2018,Delhi-Ncr,32000.0,petrol,manual,523000.00000000006,9127"
"5431,Renault,KigerRXZ 1.0 Turbo MT Dual Tone,2021,Delhi-Ncr,49500.0,petrol,manual,622000.0,10592"
"5432,Kia,SonetGTX Plus 1.0 iMT,2020,Delhi-Ncr,44000.0,petrol,manual,899000.0,15309"
"5433,Hyundai,VernaFluidic 1.6 VTVT SX,2013,Delhi-Ncr,54500.0,petrol,manual,423000.00000000006,11402"
"5434,Volkswagen,VentoHighline Plus 1.0L TSI Petrol AT,2020,Delhi-Ncr,97000.0,petrol,automatic,739000.0,11798"
"5435,Maruti,SwiftZXI,2014,Delhi-Ncr,65500.0,petrol,manual,352000.0,7554"
"5436,Renault,KigerRXZ MT,2021,Delhi-Ncr,35500.0,petrol,manual,597000.0,10166"
"5437,Ford,EcoSportTitanium 1.5L Ti-VCT,2015,Delhi-Ncr,66000.0,petrol,manual,484000.0,8809"
"5438,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Delhi-Ncr,73000.0,petrol,automatic,779000.0,13265"
"5439,MG,HectorSharp 2.0 Diesel Turbo MT,2021,Delhi-Ncr,47500.0,diesel,manual,1480000.0,25458"
"5440,Maruti,IgnisZeta 1.2 MT,2021,Delhi-Ncr,36500.0,petrol,manual,530000.0,9025"
"5441,Tata,NexonXM,2019,Delhi-Ncr,79500.0,petrol,manual,546000.0,9298"
"5442,Ford,FigoTitanium 1.2 Ti-VCT MT,2019,Delhi-Ncr,91500.0,petrol,manual,409999.99999999994,6982"
"5443,Maruti,BrezzaZXi Plus AT,2023,Delhi-Ncr,20000.0,petrol,automatic,1252000.0,21532"
"5444,Hyundai,Creta1.6 SX Plus Petrol,2017,Delhi-Ncr,48000.0,petrol,manual,772000.0,13146"
"5445,Kia,SonetGTX Plus 1.0 iMT,2021,Delhi-Ncr,38000.0,petrol,manual,927000.0,15786"
"5446,Kia,SeltosGTX Plus DCT,2021,Delhi-Ncr,76500.0,petrol,automatic,1342000.0,23079"
"5447,Kia,SeltosGTX Plus,2020,Delhi-Ncr,56000.0,petrol,manual,1222000.0,21014"
"5448,Skoda,SlaviaStyle 1.0L TSI AT,2023,Delhi-Ncr,58000.0,petrol,automatic,1156000.0,19873"
"5449,Maruti,Wagon R 1.0LXI CNG,2020,Delhi-Ncr,61500.0,petrol+cng,manual,447000.0,7612"
"5450,Hyundai,VenueSX 1.0 (O) Petrol,2019,Delhi-Ncr,99000.0,petrol,manual,702000.0,11954"
"5451,Renault,TriberRXZ,2020,Delhi-Ncr,17500.0,petrol,manual,519000.00000000006,8838"
"5452,Hyundai,VernaFluidic 1.6 VTVT SX,2012,Delhi-Ncr,56000.0,petrol,manual,352000.0,13387"
"5453,Maruti,Wagon R 1.0VXI,2015,Delhi-Ncr,70500.0,petrol,manual,258000.0,4910"
"5454,Renault,KigerRXZ Turbo CVT Dual Tone,2023,Delhi-Ncr,4500.0,petrol,automatic,951000.0,16194"
"5455,Renault,DusterRXL Petrol,2016,Delhi-Ncr,87000.0,petrol,manual,432000.0,7356"
"5456,Mahindra,XUV700AX 7 Diesel AT AWD Luxury Pack 7 STR,2022,Delhi-Ncr,42000.0,diesel,automatic,2161000.0,37166"
"5457,Hyundai,VernaSX 1.6 VTVT,2018,Delhi-Ncr,89000.0,petrol,manual,712000.0,12124"
"5458,Honda,JazzV Petrol,2016,Delhi-Ncr,100000.0,petrol,manual,358000.0,5715"
"5459,Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Delhi-Ncr,98000.0,petrol,automatic,780000.0,13282"
"5460,Honda,CityVX CVT Petrol,2020,Delhi-Ncr,59000.0,petrol,automatic,818000.0,13930"
"5461,Honda,WR-VVX MT Petrol,2019,Delhi-Ncr,90000.0,petrol,manual,594000.0,10115"
"5462,Tata,NexonXZ Plus,2021,Delhi-Ncr,25500.0,petrol,manual,842000.0,14338"
"5463,Hyundai,Fluidic Verna 4S1.6 VTVT SX Opt,2017,Delhi-Ncr,70000.0,petrol,manual,551000.0,9383"
"5464,Honda,WR-VVX MT Petrol,2018,Delhi-Ncr,29500.0,petrol,manual,652000.0,11103"
"5465,Honda,Amaze1.2 S i-VTEC,2013,Delhi-Ncr,44000.0,petrol,manual,308000.0,8302"
"5466,Ford,EcoSportTitanium 1.0 Ecoboost,2014,Delhi-Ncr,43500.0,petrol,manual,425000.0,9121"
"5467,Toyota,Urban Cruiser HyryderV Hybrid,2023,Delhi-Ncr,29500.0,hybrid,automatic,1672000.0,28756"
"5468,Renault,DusterRXS CVT Petrol,2019,Delhi-Ncr,94000.0,petrol,automatic,553000.0,9417"
"5469,Maruti,CelerioVXi,2020,Delhi-Ncr,51000.0,petrol,manual,426999.99999999994,7271"
"5470,Hyundai,VenueSX 1.0 Turbo iMT,2022,Delhi-Ncr,29000.0,petrol,manual,826000.0,14066"
"5471,Maruti,CiazAlpha Petrol,2019,Delhi-Ncr,65000.0,petrol,manual,682000.0,11614"
"5472,Hyundai,CretaSX OPT Turbo DCT Petrol,2022,Delhi-Ncr,72000.0,petrol,automatic,1454000.0,25005"
"5473,Ford,EcoSportTitanium 1.5L Ti-VCT,2021,Delhi-Ncr,45000.0,petrol,manual,788000.0,13419"
"5474,Kia,CarensLuxury Plus 1.5 Turbo Petrol DCT 7 STR,2023,Delhi-Ncr,59500.0,petrol,automatic,1530000.0,26313"
"5475,Tata,AltrozXZ 1.2,2022,Delhi-Ncr,16000.0,petrol,manual,694000.0,11818"
"5476,Toyota,Innova CrystaZX 2.7 AT 7 STR,2022,Delhi-Ncr,64500.0,petrol,automatic,1935000.0000000002,33275"
"5477,MG,Hector1.5 Sharp DCT,2020,Delhi-Ncr,61000.0,petrol,automatic,1032000.0,17748"
"5478,Toyota,GlanzaV,2023,Delhi-Ncr,11500.0,petrol,manual,846000.0000000001,14406"
"5479,Maruti,S-CrossZeta AT,2020,Delhi-Ncr,83000.0,petrol,automatic,730000.0,12431"
"5480,Renault,TriberRXT Limited Edition,2023,Delhi-Ncr,58500.0,petrol,manual,539000.0,9178"
"5481,Hyundai,Elite i20Sportz 1.2,2016,Delhi-Ncr,72500.0,petrol,manual,466000.0,7935"
"5482,Kia,SeltosHTX IVT G,2020,Delhi-Ncr,110000.0,petrol,automatic,1031000.0,17727"
"5483,Maruti,CiazAlpha 1.4 AT,2018,Delhi-Ncr,54500.0,petrol,automatic,646000.0,11001"
"5484,Maruti,Wagon R 1.0LXI (O) CNG,2021,Delhi-Ncr,44500.0,petrol+cng,manual,497000.0,8463"
"5485,Maruti,BalenoZeta Petrol+CNG (Outside FItted),2019,Delhi-Ncr,80000.0,petrol+cng,manual,540000.0,9195"
"5486,Kia,SeltosHTX IVT G,2020,Delhi-Ncr,53000.0,petrol,automatic,1046000.0000000001,17988"
"5487,Maruti,SwiftVXI AMT,2020,Delhi-Ncr,48000.0,petrol,automatic,569000.0,9689"
"5488,Toyota,Corolla AltisVL CVT Petrol,2018,Delhi-Ncr,94500.0,petrol,automatic,928999.9999999999,15820"
"5489,Tata,TiagoXZ Plus Dual Tone Roof,2019,Delhi-Ncr,64500.0,petrol,manual,467000.0,7952"
"5490,Hyundai,i20 Active1.2 S,2015,Delhi-Ncr,58000.0,petrol,manual,403000.0,7335"
"5491,Kia,SonetGTX Plus 1.5 AT,2020,Delhi-Ncr,51500.0,diesel,automatic,997000.0000000001,16978"
"5492,Honda,JazzZX CVT,2021,Delhi-Ncr,51500.0,petrol,automatic,696000.0,11111"
"5493,Ford,EcoSportTitanium 1.5L TDCi,2021,Delhi-Ncr,61000.0,diesel,manual,717000.0,12210"
"5494,MG,Hector1.5 Super,2020,Delhi-Ncr,60000.0,petrol,manual,1032000.0,17748"
"5495,Renault,DusterRxL Petrol,2014,Delhi-Ncr,69000.0,petrol,manual,395000.0,8477"
"5496,Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Delhi-Ncr,95500.0,petrol,automatic,761000.0,12959"
"5497,Ford,FigoTitanium Plus 1.2 Ti-VCT AT,2021,Delhi-Ncr,72000.0,petrol,automatic,571000.0,9723"
"5498,Kia,SeltosHTX G,2022,Delhi-Ncr,46500.0,petrol,manual,1187000.0,20414"
"5499,Hyundai,Creta1.6 SX Plus Petrol,2016,Delhi-Ncr,56500.0,petrol,manual,726000.0,12363"
"5500,Maruti,SwiftZXI Plus,2021,Delhi-Ncr,21000.0,petrol,manual,667000.0,11358"
"5501,Kia,SonetHTX 1.5,2021,Delhi-Ncr,54500.0,diesel,manual,880000.0000000001,14985"
"5502,Hyundai,Elite i20Sportz 1.2,2018,Delhi-Ncr,35500.0,petrol,manual,541000.0,9212"
"5503,Tata,TiagoRevotron XZ Plus,2019,Delhi-Ncr,55000.0,petrol,manual,471000.0,8020"
"5504,Ford,EcoSportTitanium+ 1.0L EcoBoost,2017,Delhi-Ncr,93500.0,petrol,manual,523000.00000000006,8906"
"5505,Honda,CityZX CVT,2017,Delhi-Ncr,72500.0,petrol,automatic,780000.0,13282"
"5506,Maruti,CiazS 1.5 MT,2021,Delhi-Ncr,51500.0,petrol,manual,807000.0,13742"
"5507,Tata,NexonXZ Plus S,2021,Delhi-Ncr,41000.0,petrol,manual,816000.0,13896"
"5508,Honda,WR-VS MT Petrol,2018,Delhi-Ncr,67500.0,petrol,manual,538000.0,9161"
"5509,Honda,City1.5 S MT,2013,Delhi-Ncr,56000.0,petrol,manual,310000.0,8356"
"5510,Renault,KigerRXZ Turbo CVT Dual Tone,2022,Delhi-Ncr,12000.0,petrol,automatic,896000.0000000001,15258"
"5511,Hyundai,AlcazarSignature (O) 6 STR 1.5 Diesel AT,2022,Delhi-Ncr,47000.0,diesel,automatic,1580000.0,28518"
"5512,Kia,SeltosHTX Plus AT D,2020,Delhi-Ncr,124000.0,diesel,automatic,1087000.0,18694"
"5513,Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT,2022,Delhi-Ncr,119500.0,petrol,manual,505999.99999999994,8616"
"5514,Hyundai,VenueS 1.0 Turbo DCT,2020,Delhi-Ncr,52000.0,petrol,automatic,754000.0,12840"
"5515,Mahindra,XUV700AX 5 Diesel AT 7 STR,2023,Delhi-Ncr,52000.0,diesel,automatic,1705000.0,29322"
"5516,Kia,SonetHTX Plus 1.0 iMT,2022,Delhi-Ncr,28500.0,petrol,manual,1041000.0,17902"
"5517,Maruti,BrezzaZXi Plus,2023,Delhi-Ncr,60500.0,petrol,manual,1034000.0,17782"
"5518,Hyundai,VernaFluidic 1.6 VTVT SX,2013,Delhi-Ncr,44500.0,petrol,manual,413999.99999999994,11159"
"5519,Hyundai,New i20Asta (O) 1.2 MT,2021,Delhi-Ncr,107500.0,petrol,manual,658000.0,11205"
"5520,Honda,Amaze1.2 VX MT Petrol,2020,Delhi-Ncr,43500.0,petrol,manual,599000.0,10200"
"5521,Tata,NexonXZ Petrol,2019,Delhi-Ncr,45000.0,petrol,manual,623000.0,10609"
"5522,Kia,SeltosGTX DCT,2019,Delhi-Ncr,45500.0,petrol,automatic,1178000.0,20258"
"5523,Kia,SeltosX Line DCT,2022,Delhi-Ncr,80000.0,petrol,automatic,1405000.0,24163"
"5524,Honda,WR-VS MT Petrol,2017,Delhi-Ncr,53000.0,petrol,manual,526000.0,8957"
"5525,Honda,Amaze1.2 S i-VTEC Opt,2017,Delhi-Ncr,95500.0,petrol,manual,401000.0,6828"
"5526,Hyundai,Elite i20Magna 1.2,2015,Delhi-Ncr,55500.0,petrol,manual,403000.0,7335"
"5527,Honda,JazzS AT,2016,Delhi-Ncr,52500.0,petrol,automatic,436000.00000000006,6960"
"5528,Tata,NexonXZ Plus,2023,Delhi-Ncr,38500.0,petrol,manual,897000.0000000001,15275"
"5529,Maruti,BalenoDelta 1.2,2016,Delhi-Ncr,64000.0,petrol,manual,426999.99999999994,7271"
"5530,Maruti,S-CrossZeta,2020,Delhi-Ncr,56500.0,petrol,manual,741000.0,12618"
"5531,Hyundai,EonEra +,2018,Delhi-Ncr,26500.0,petrol,manual,252000.0,4023"
"5532,Maruti,Wagon R 1.0VXI,2022,Delhi-Ncr,15500.0,petrol,manual,492000.0,8793"
"5533,Kia,SeltosHTX Plus D,2020,Delhi-Ncr,123500.0,diesel,manual,1039000.0,17868"
"5534,Hyundai,New Santro 1.1Sportz Executive CNG,2021,Delhi-Ncr,76000.0,petrol+cng,manual,459000.0,7327"
"5535,Honda,CityV,2016,Delhi-Ncr,82000.0,petrol,manual,482000.0,8208"
"5536,Hyundai,Creta1.6 SX Plus Petrol,2018,Delhi-Ncr,72500.0,petrol,manual,752000.0,12806"
"5537,Maruti,CiazZeta 1.5,2023,Delhi-Ncr,27000.0,petrol,manual,875000.0,14900"
"5538,Kia,SonetGTX Plus 1.0 DCT,2021,Delhi-Ncr,40000.0,petrol,automatic,969999.9999999999,16518"
"5539,Maruti,IgnisZeta 1.2 AMT,2021,Delhi-Ncr,31000.0,petrol,automatic,575000.0,9791"
"5540,Tata,NexonXM,2023,Delhi-Ncr,28500.0,petrol,manual,750000.0,12772"
"5541,Kia,SeltosHTK Plus iMT,2021,Delhi-Ncr,36000.0,petrol,manual,1036000.0,17816"
"5542,Volkswagen,TaigunHighline 1.0 TSI AT,2022,Delhi-Ncr,79500.0,petrol,automatic,1032000.0,17748"
"5543,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Delhi-Ncr,39500.0,petrol,automatic,521000.0,8872"
"5544,Maruti,SwiftZXI,2015,Delhi-Ncr,33500.0,petrol,manual,426999.99999999994,7772"
"5545,Hyundai,i20 Active1.2 SX,2016,Delhi-Ncr,82500.0,petrol,manual,412000.0,7499"
"5546,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2016,Delhi-Ncr,57000.0,petrol,automatic,583000.0,9928"
"5547,Tata,TiagoRevotron XZA AMT,2018,Delhi-Ncr,92500.0,petrol,automatic,411000.00000000006,6999"
"5548,Kia,SeltosHTX D,2022,Delhi-Ncr,81500.0,diesel,manual,1202000.0,20671"
"5549,Hyundai,Creta1.6 SX Plus Petrol,2017,Delhi-Ncr,61000.0,petrol,manual,719000.0,12244"
"5550,Tata,AltrozXZA Plus (S),2023,Delhi-Ncr,21500.0,petrol,automatic,827999.9999999999,14100"
"5551,Kia,SeltosGTX Plus DCT,2020,Delhi-Ncr,79000.0,petrol,automatic,1114000.0,19158"
"5552,Nissan,MagniteXL,2021,Delhi-Ncr,100000.0,petrol,manual,467000.0,7952"
"5553,Maruti,S-CrossZeta,2021,Delhi-Ncr,31500.0,petrol,manual,819000.0,13947"
"5554,Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Delhi-Ncr,90000.0,petrol,automatic,761000.0,12959"
"5555,Toyota,Innova CrystaGX 2.4 AT 7 STR,2022,Delhi-Ncr,51000.0,diesel,automatic,1928000.0,33159"
"5556,Honda,CityZX CVT,2017,Delhi-Ncr,71000.0,petrol,automatic,759000.0,12925"
"5557,Maruti,IgnisDelta 1.2 MT,2019,Delhi-Ncr,20000.0,petrol,manual,455000.0,7748"
"5558,Honda,CityZX CVT Petrol,2017,Delhi-Ncr,108500.0,petrol,automatic,710000.0,12090"
"5559,Tata,TiagoRevotron XT CNG,2022,Delhi-Ncr,48500.0,petrol+cng,manual,548000.0,9332"
"5560,Renault,KigerRXZ MT,2021,Delhi-Ncr,59000.0,petrol,manual,576000.0,9808"
"5561,Honda,WR-VVX MT Petrol,2018,Delhi-Ncr,31000.0,petrol,manual,650000.0,11069"
"5562,Hyundai,Creta1.6 SX Plus Auto Petrol,2016,Delhi-Ncr,75000.0,petrol,automatic,601000.0,10234"
"5563,Tata,AltrozXZ 1.2,2020,Delhi-Ncr,116000.0,petrol,manual,526000.0,8957"
"5564,Kia,SonetHTX Plus 1.0 iMT,2021,Delhi-Ncr,33000.0,petrol,manual,946000.0000000001,16109"
"5565,Honda,Amaze1.2 S i-VTEC,2013,Delhi-Ncr,87500.0,petrol,manual,264000.0,7116"
"5566,Nissan,MagniteXL,2022,Delhi-Ncr,5500.0,petrol,manual,585000.0,9962"
"5567,Renault,TriberRXZ,2021,Delhi-Ncr,46000.0,petrol,manual,531000.0,9042"
"5568,Hyundai,Elite i20Sportz 1.2,2016,Delhi-Ncr,85500.0,petrol,manual,438999.99999999994,7475"
"5569,Renault,KigerRXT 1.0 Turbo MT,2021,Delhi-Ncr,14500.0,petrol,manual,667000.0,11358"
"5570,Honda,CityVX CVT Petrol,2019,Delhi-Ncr,26500.0,petrol,automatic,893000.0,15207"
"5571,Honda,CityVX CVT,2015,Delhi-Ncr,57000.0,petrol,automatic,583000.0,10612"
"5572,Toyota,GlanzaV,2020,Delhi-Ncr,19500.0,petrol,manual,647000.0,11018"
"5573,Tata,AltrozXZ 1.2 MT Dual tone,2020,Delhi-Ncr,22500.0,petrol,manual,598000.0,10183"
"5574,Tata,NexonXZ Plus (O),2021,Delhi-Ncr,88500.0,petrol,manual,772000.0,13146"
"5575,Hyundai,CretaSX+ SE,2017,Delhi-Ncr,90500.0,petrol,manual,699000.0,11903"
"5576,Hyundai,Fluidic Verna 4S1.6 VTVT SX Opt,2016,Delhi-Ncr,57000.0,petrol,manual,596000.0,10149"
"5577,Tata,AltrozXT 1.2,2022,Delhi-Ncr,24500.0,petrol,manual,609000.0,10370"
"5578,Tata,NexonXM (S),2021,Delhi-Ncr,34500.0,petrol,manual,699000.0,11903"
"5579,Honda,Amaze1.2 V MT Petrol,2018,Delhi-Ncr,64000.0,petrol,manual,508000.0,8650"
"5580,Tata,HarrierXT,2020,Delhi-Ncr,74500.0,diesel,manual,1034000.0,17781"
"5581,Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Delhi-Ncr,78500.0,petrol,manual,648000.0,11035"
"5582,Maruti,XL6Alpha MT Petrol,2021,Delhi-Ncr,55000.0,petrol,manual,919000.0,15650"
"5583,Honda,CityV Petrol,2022,Delhi-Ncr,19500.0,petrol,manual,976000.0,16620"
"5584,Maruti,XL6Alpha AT Petrol,2019,Delhi-Ncr,35000.0,petrol,automatic,911999.9999999999,15530"
"5585,Tata,SafariXZ Plus Dark Edition,2023,Delhi-Ncr,32500.0,diesel,manual,1876000.0000000002,32270"
"5586,Hyundai,AuraSX 1.2 Petrol,2021,Delhi-Ncr,59000.0,petrol,manual,580000.0,9877"
"5587,Kia,CarensPrestige Plus 1.4 Petrol MT 7 STR,2022,Delhi-Ncr,30000.0,petrol,manual,1165000.0,20035"
"5588,Hyundai,Creta1.6L SX VTVT,2019,Delhi-Ncr,65500.0,petrol,manual,882000.0,15019"
"5589,Renault,Kwid1.0 RXT Opt,2020,Delhi-Ncr,32500.0,petrol,manual,335000.0,5704"
"5590,Tata,TiagoRevotron XZ,2018,Delhi-Ncr,53500.0,petrol,manual,411000.00000000006,6999"
"5591,Tata,NexonXZ+ 1.2l LUX Petrol MT,2023,Delhi-Ncr,12000.0,petrol,manual,977000.0,16637"
"5592,Honda,Amaze1.2 VX MT Petrol,2018,Delhi-Ncr,69000.0,petrol,manual,542000.0,9229"
"5593,Ford,EcoSportTrend 1.5L Ti-VCT,2016,Delhi-Ncr,63500.0,petrol,manual,469000.00000000006,7986"
"5594,MG,Hector PlusSharp 1.5 DCT Petrol,2020,Delhi-Ncr,78500.0,petrol,automatic,1283000.0,22064"
"5595,Mahindra,TharLX 4 STR Hard Top Diesel MT 4WD,2021,Delhi-Ncr,69000.0,diesel,manual,1108000.0,19062"
"5596,Nissan,MagniteXV Premium Turbo CVT,2022,Delhi-Ncr,19000.0,petrol,automatic,802000.0,13657"
"5597,Ford,EcoSportTitanium+ 1.0 MT Sports,2019,Delhi-Ncr,66500.0,petrol,manual,715000.0,12176"
"5598,Hyundai,Elite i20Sportz 1.2,2017,Delhi-Ncr,74000.0,petrol,manual,488000.0,8310"
"5599,Skoda,Octavia1.8 TSI AT L K,2019,Delhi-Ncr,76000.0,petrol,automatic,1368000.0,23527"
"5600,Honda,JazzSV Petrol,2016,Delhi-Ncr,112500.0,petrol,manual,373000.0,5954"
"5601,Ford,EcoSportTitanium 1.5 Ti-VCT AT,2014,Delhi-Ncr,46500.0,petrol,automatic,480999.99999999994,10323"
"5602,Honda,CityV Petrol,2022,Delhi-Ncr,36000.0,petrol,manual,950000.0,16177"
"5603,Tata,TiagoXT,2021,Delhi-Ncr,12000.0,petrol,manual,451000.0,7680"
"5604,Hyundai,Creta1.6 SX AT VTVT,2018,Delhi-Ncr,47000.0,petrol,automatic,950000.0,16177"
"5605,Hyundai,VenueSX Plus 1.0 Turbo DCT,2021,Delhi-Ncr,49500.0,petrol,automatic,864000.0,14713"
"5606,Maruti,CiazZeta 1.4 AT,2017,Delhi-Ncr,50000.0,petrol,automatic,649000.0,11052"
"5607,Renault,KigerRXT (O) MT,2023,Delhi-Ncr,24000.0,petrol,manual,650000.0,11069"
"5608,Honda,CityVX CVT,2016,Delhi-Ncr,122000.0,petrol,automatic,565000.0,9621"
"5609,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2015,Delhi-Ncr,122500.0,petrol,manual,298000.0,5424"
"5610,Tata,NexonXM+ S Diesel,2022,Delhi-Ncr,32500.0,diesel,manual,851000.0,14492"
"5611,Hyundai,Creta1.6 SX Plus Petrol,2016,Delhi-Ncr,64000.0,petrol,manual,699000.0,11903"
"5612,Mahindra,TharLX 4 STR Hard Top Petrol MT 4WD,2022,Delhi-Ncr,25000.0,petrol,manual,1233000.0,21205"
"5613,Hyundai,VenueSX 1.0 Turbo Dual Tone,2019,Delhi-Ncr,30500.0,petrol,manual,759000.0,12925"
"5614,Hyundai,New i20Asta (O) 1.2 MT,2023,Delhi-Ncr,26500.0,petrol,manual,825000.0,14049"
"5615,Tata,PunchAccomplished MT,2022,Delhi-Ncr,23500.0,petrol,manual,634000.0,10796"
"5616,Hyundai,VernaSX (O)1.5 MPi,2022,Delhi-Ncr,33000.0,petrol,manual,1107000.0,19037"
"5617,Maruti,BalenoAlpha 1.2,2015,Delhi-Ncr,57000.0,petrol,manual,409000.0,7444"
"5618,Renault,TriberRXZ,2022,Delhi-Ncr,30000.0,petrol,manual,583000.0,9928"
"5619,Hyundai,VenueSX 1.0  Turbo iMT Dual Tone Sport,2021,Delhi-Ncr,26500.0,petrol,manual,824000.0,14951"
"5620,Hyundai,Creta1.6 SX OPT VTVT,2019,Delhi-Ncr,84000.0,petrol,manual,869999.9999999999,14815"
"5621,Toyota,GlanzaV Petrol+Cng (outside fitted),2021,Delhi-Ncr,61500.0,petrol+cng,manual,615000.0,10473"
"5622,Hyundai,Elite i20Sportz 1.2,2017,Delhi-Ncr,75000.0,petrol,manual,487000.0,8293"
"5623,Tata,NexonXZ Plus,2021,Delhi-Ncr,28500.0,petrol,manual,797000.0,13572"
"5624,Tata,NexonXT Petrol,2018,Delhi-Ncr,53000.0,petrol,manual,558000.0,9502"
"5625,Skoda,Rapid NewStyle Petrol,2017,Delhi-Ncr,66000.0,petrol,manual,488999.99999999994,8327"
"5626,Hyundai,Elite i20Sportz 1.2,2015,Delhi-Ncr,92500.0,petrol,manual,420000.0,7645"
"5627,Maruti,RitzZXI,2014,Delhi-Ncr,54000.0,petrol,manual,287000.0,5774"
"5628,Maruti,CelerioZXi,2024,Delhi-Ncr,26500.0,petrol,manual,566000.0,9638"
"5629,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2017,Delhi-Ncr,40500.0,petrol,manual,463999.99999999994,7901"
"5630,Hyundai,Elite i20Magna 1.2,2015,Delhi-Ncr,114500.0,petrol,manual,365000.0,6643"
"5631,Kia,SonetGTX Plus 1.5,2022,Delhi-Ncr,75500.0,diesel,manual,999000.0,17012"
"5632,Hyundai,Creta1.6L SX VTVT,2019,Delhi-Ncr,33500.0,petrol,manual,934000.0,15905"
"5633,Maruti,S-CrossAlpha AT,2021,Delhi-Ncr,55000.0,petrol,automatic,959000.0,16331"
"5634,Renault,DusterRXZ 1.5 Petrol MT,2021,Delhi-Ncr,46000.0,petrol,manual,679000.0,11562"
"5635,Maruti,Wagon R 1.2ZXi 1.2 AMT,2019,Delhi-Ncr,31000.0,petrol,automatic,465000.00000000006,7918"
"5636,Tata,NexonXZ Plus,2020,Delhi-Ncr,28500.0,petrol,manual,769000.0,13095"
"5637,Hyundai,Elite i20Asta 1.2 (O),2018,Delhi-Ncr,51000.0,petrol,manual,575000.0,9791"
"5638,Honda,CityVX CVT,2017,Delhi-Ncr,80000.0,petrol,automatic,729000.0,12414"
"5639,Tata,NexonXZ Plus,2020,Delhi-Ncr,43000.0,petrol,manual,706000.0,12022"
"5640,Maruti,BalenoDelta 1.2,2018,Delhi-Ncr,15000.0,petrol,manual,530000.0,9025"
"5641,Maruti,BalenoZeta 1.2 AT,2018,Delhi-Ncr,107000.0,petrol,automatic,505999.99999999994,8616"
"5642,Tata,TigorRevotron XZA plus AMT,2022,Delhi-Ncr,70500.0,petrol,automatic,604000.0,10285"
"5643,Maruti,S-CrossZeta,2022,Delhi-Ncr,54000.0,petrol,manual,797000.0,13572"
"5644,Hyundai,VernaSX (O) 1.6 VTVT AT,2017,Delhi-Ncr,62000.0,petrol,automatic,833000.0,14185"
"5645,Maruti,A-StarVXI AT,2012,Delhi-Ncr,56500.0,petrol,automatic,241000.0,8593"
"5646,Maruti,CiazVXi+,2015,Delhi-Ncr,107500.0,petrol,manual,417000.0,7590"
"5647,Hyundai,i20 Active1.2 S,2015,Delhi-Ncr,41500.0,petrol,manual,408000.0,7426"
"5648,Kia,SeltosGTX Plus,2023,Delhi-Ncr,22500.0,petrol,manual,1543000.0,26536"
"5649,Honda,CityV CVT,2017,Delhi-Ncr,76500.0,petrol,automatic,619000.0,10541"
"5650,Honda,CR-V2.0 CVT Petrol,2019,Delhi-Ncr,61000.0,petrol,automatic,1769000.0000000002,30422"
"5651,Honda,CityZX CVT,2017,Delhi-Ncr,122000.0,petrol,automatic,720000.0,12261"
"5652,Kia,SeltosHTX D,2022,Delhi-Ncr,48500.0,diesel,manual,1261000.0,21686"
"5653,Kia,CarensLuxury Plus 1.5 Diesel AT 6 STR,2023,Delhi-Ncr,34500.0,diesel,automatic,1515000.0,26055"
"5654,Hyundai,VernaSX (O) 1.6 VTVT AT,2018,Delhi-Ncr,80500.0,petrol,automatic,844000.0,14372"
"5655,Hyundai,CretaS Diesel,2022,Delhi-Ncr,75000.0,diesel,manual,1088000.0,18710"
"5656,Maruti,Alto 800LXi,2017,Delhi-Ncr,57500.0,petrol,manual,265000.0,4736"
"5657,Tata,AltrozXZA+,2022,Delhi-Ncr,20000.0,petrol,automatic,798000.0,13589"
"5658,Tata,TiagoXZ W/O Alloy,2019,Delhi-Ncr,64500.0,petrol,manual,404000.0,6879"
"5659,Kia,SonetHTK Plus 1.0 iMT,2022,Delhi-Ncr,21500.0,petrol,manual,847000.0000000001,14423"
