",Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi"
"3927,Tata,AltrozXZ 1.2,2023,Pune,23000.0,petrol,manual,759000.0,12925"
"3928,Toyota,Etios LivaG,2012,Pune,39000.0,petrol,manual,276000.0,9841"
"3929,Hyundai,VenueSX 1.0 (O) Turbo iMT,2021,Pune,45500.0,petrol,manual,917000.0,15615"
"3930,Mahindra,XUV500W6 AT,2016,Pune,75000.0,diesel,automatic,898000.0,16049"
"3931,Toyota,Corolla Altis1.8 G,2012,Pune,59000.0,petrol,manual,397000.0,15099"
"3932,Maruti,Wagon R 1.0LXI,2013,Pune,112500.0,petrol,manual,234000.0,6489"
"3933,Kia,SonetX Line DCT,2023,Pune,71500.0,petrol,automatic,1178000.0,20259"
"3934,Nissan,SunnyXV Diesel,2016,Pune,111500.0,diesel,manual,551000.0,8796"
"3935,Maruti,Wagon R 1.0VXI AMT,2016,Pune,74000.0,petrol,automatic,349000.0,6237"
"3936,Kia,SonetGTX Plus 1.0 DCT,2021,Pune,92500.0,petrol,automatic,928999.9999999999,15820"
"3937,Hyundai,New i20Asta (O) 1.2 MT,2023,Pune,15500.0,petrol,manual,922000.0000000001,15701"
"3938,Tata,NexonXZ Plus (O),2022,Pune,20500.0,petrol,manual,977000.0,16637"
"3939,Honda,JazzVX Petrol,2015,Pune,67500.0,petrol,manual,466000.0,7952"
"3940,Tata,AltrozXZ Plus 1.2,2023,Pune,20500.0,petrol,manual,805000.0000000001,13708"
"3941,Maruti,Wagon R 1.0VXI,2013,Pune,60500.0,petrol,manual,276000.0,7654"
"3942,Tata,AltrozXZA Plus Petrol Dark Edtion,2022,Pune,22500.0,petrol,automatic,821000.0000000001,13981"
"3943,Ford,EcoSportTitanium 1.5L TDCi,2020,Pune,82500.0,diesel,manual,797000.0,13572"
"3944,Ford,EcoSportTitanium 1.5L TDCi,2018,Pune,65500.0,diesel,manual,670000.0,11409"
"3945,Renault,Kwid1.0L RXT(O) AMT,2021,Pune,24500.0,petrol,automatic,455000.0,7748"
"3946,Mahindra,KUV100K6+ 6 STR,2016,Pune,43500.0,petrol,manual,350000.0,5960"
"3947,Maruti,Wagon R 1.2ZXI Plus,2022,Pune,22500.0,petrol,manual,592000.0,10081"
"3948,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2014,Pune,106000.0,petrol,manual,340000.0,7297"
"3949,Renault,Duster85 PS RxL Diesel,2014,Pune,78500.0,diesel,manual,448000.00000000006,9614"
"3950,Maruti,Wagon R 1.0VXI AMT,2016,Pune,24000.0,petrol,automatic,407000.0,7274"
"3951,Mahindra,XUV500W6,2016,Pune,116000.0,diesel,manual,718000.0,12832"
"3952,Tata,HexaXM,2020,Pune,43000.0,diesel,manual,859000.0,13714"
"3953,Maruti,Wagon R 1.0VXI AMT,2016,Pune,51500.0,petrol,automatic,368000.0,6577"
"3954,Maruti,Wagon R 1.0VXI AMT,2016,Pune,58000.0,petrol,automatic,347000.0,6201"
"3955,Maruti,Wagon R 1.0VXI,2015,Pune,62000.0,petrol,manual,314000.0,5976"
"3956,Hyundai,CretaSX Petrol,2021,Pune,62500.0,petrol,manual,1135000.0,19515"
"3957,Volkswagen,TaigunTopline 1.0 TSI AT,2022,Pune,19000.0,petrol,automatic,1437000.0,24714"
"3958,Hyundai,VenueSX 1.0 (O) Turbo iMT,2022,Pune,36500.0,petrol,manual,997000.0000000001,16978"
"3959,Ford,EcoSportSE 1.5L Ti-VCT,2021,Pune,33000.0,petrol,manual,875000.0,14900"
"3960,Hyundai,VenueSX 1.0 (O) Turbo iMT,2021,Pune,80000.0,petrol,manual,896000.0000000001,15258"
"3961,Maruti,CelerioZXI (O) AMT,2017,Pune,60000.0,petrol,automatic,449000.0,7646"
"3962,Maruti,XL6Alpha AT Petrol,2022,Pune,41000.0,petrol,automatic,1113000.0,19140"
"3963,Volkswagen,Vento1.0L Comfortline Petrol,2021,Pune,71000.0,petrol,manual,749000.0,11957"
"3964,Tata,AltrozXZ Plus 1.2 Turbo DT,2021,Pune,40000.0,petrol,manual,731000.0,12448"
"3965,Mahindra,XUV500W10 AT,2017,Pune,113000.0,diesel,automatic,824000.0,14726"
"3966,Honda,JazzV Petrol,2016,Pune,58000.0,petrol,manual,480000.0,7663"
"3967,Skoda,KushaqAmbition 1.0L TSI AT,2023,Pune,11500.0,petrol,automatic,1377000.0,23681"
"3968,Hyundai,EonMagna,2011,Pune,49000.0,petrol,manual,206999.99999999997,13866"
"3969,Maruti,FronxZeta 1.0L Turbo 6 AT,2023,Pune,11000.0,petrol,automatic,1124000.0,19330"
"3970,Maruti,Alto 800Lxi,2013,Pune,67000.0,petrol,manual,221000.0,6128"
"3971,Renault,KigerRXZ Turbo CVT,2022,Pune,22500.0,petrol,automatic,849000.0,14457"
"3972,Renault,KigerRXZ Turbo CVT,2022,Pune,36500.0,petrol,automatic,800000.0,13623"
"3973,Hyundai,New Santro 1.1Sportz MT,2021,Pune,23500.0,petrol,manual,493000.0,7870"
"3974,Maruti,Wagon R 1.0VXi 1.0,2020,Pune,15000.0,petrol,manual,480999.99999999994,8596"
"3975,Maruti,Grand VitaraAlpha Dual Tone Smart Hybrid AT,2023,Pune,24500.0,petrol,automatic,1527000.0,26259"
"3976,Volkswagen,AmeoTrendline 1.5L (D),2018,Pune,105000.0,diesel,manual,476000.0,7599"
"3977,Maruti,BalenoAlpha,2021,Pune,39500.0,petrol,manual,717000.0,12210"
"3978,Hyundai,i20Asta 1.2 IVT,2022,Pune,33500.0,petrol,automatic,831000.0,14151"
"3979,Maruti,CiazAlpha AT Petrol,2020,Pune,61000.0,petrol,automatic,826000.0,14066"
"3980,Hyundai,EonMagna,2015,Pune,59000.0,petrol,manual,260000.0,4436"
"3981,Hyundai,Creta1.6 SX (O),2016,Pune,123500.0,diesel,manual,821000.0000000001,13981"
"3982,Tata,NexonXZ Plus,2023,Pune,30500.0,petrol,manual,919999.9999999999,16075"
"3983,Tata,AltrozXZA+,2022,Pune,40500.0,petrol,automatic,731000.0,12448"
"3984,Maruti,BrezzaZXI Plus Dual Tone,2022,Pune,36000.0,petrol,manual,1081000.0,18591"
"3985,Tata,AltrozXZ Plus 1.5 diesel mt dual tone,2022,Pune,74000.0,diesel,manual,785000.0,13368"
"3986,Honda,CityVX CVT,2016,Pune,74500.0,petrol,automatic,618000.0,10524"
"3987,Tata,NexonXZ Plus,2018,Pune,61500.0,petrol,manual,694000.0,11818"
"3988,Maruti,Wagon R 1.2ZXI Plus Dual Tone,2023,Pune,14500.0,petrol,manual,638000.0,10864"
"3989,Hyundai,VernaSX (O) 1.5 Turbo Petrol MT,2023,Pune,26500.0,petrol,manual,1367000.0,23517"
"3990,Renault,TriberRXZ,2021,Pune,17000.0,petrol,manual,628000.0,10694"
"3991,Tata,NexonXZ Plus (HS),2022,Pune,13500.0,petrol,manual,969999.9999999999,16518"
"3992,Tata,NexonXZ Plus,2022,Pune,12000.0,petrol,manual,910000.0,15496"
"3993,Hyundai,Elite i20Asta 1.2,2015,Pune,110000.0,petrol,manual,451999.99999999994,8227"
"3994,Kia,SonetGTX Plus 1.0 DCT,2022,Pune,77000.0,petrol,automatic,1049000.0,18033"
"3995,Renault,TriberRXT EASY-R AMT,2020,Pune,34500.0,petrol,automatic,573000.0,9757"
"3996,Maruti,IgnisZeta MT Petrol,2022,Pune,101000.0,petrol,manual,488000.0,8310"
"3997,Volkswagen,PoloComfortline 1.2L (P),2014,Pune,100000.0,petrol,manual,352000.0,7082"
"3998,Renault,KigerRXZ 1.0 Turbo MT Dual Tone,2022,Pune,43500.0,petrol,manual,725000.0,12346"
"3999,Ford,Figo AspireTitanium Plus 1.2 Ti-VCT,2021,Pune,28500.0,petrol,manual,572000.0,9132"
"4000,Ford,FreestyleTitanium Plus 1.2 Ti-VCT,2021,Pune,41500.0,petrol,manual,635000.0,10813"
"4001,Hyundai,i20 Active1.2 S,2015,Pune,106500.0,petrol,manual,448000.00000000006,8154"
"4002,Maruti,XL6Alpha AT Petrol,2022,Pune,32500.0,petrol,automatic,1180000.0,20294"
"4003,Maruti,CelerioVXi AMT,2014,Pune,68500.0,petrol,automatic,355000.0,7619"
"4004,Maruti,DzireVXi AMT,2019,Pune,84500.0,petrol,automatic,594000.0,10115"
"4005,Maruti,CelerioZXi,2014,Pune,74000.0,petrol,manual,314000.0,6739"
"4006,Kia,SonetGTX Plus 1.5,2022,Pune,29000.0,diesel,manual,1164000.0,20018"
"4007,Tata,NexonXM (S),2021,Pune,28000.0,petrol,manual,765000.0,13027"
"4008,Honda,BR-VV CVT Petrol,2017,Pune,76000.0,petrol,automatic,719000.0,12244"
"4009,Kia,SeltosHTX IVT G,2020,Pune,43500.0,petrol,automatic,1223000.0,21033"
"4010,Hyundai,i10Era Petrol,2012,Pune,60000.0,petrol,manual,234000.0,8899"
"4011,Honda,Amaze1.2 VX i-VTEC,2018,Pune,73000.0,petrol,manual,513999.99999999994,8753"
"4012,Maruti,DzireZXi,2019,Pune,25000.0,petrol,manual,658000.0,11205"
"4013,Renault,KigerRXT 1.0 Turbo MT Dual Tone,2021,Pune,17000.0,petrol,manual,680000.0,11580"
"4014,Maruti,Alto 800VXi,2017,Pune,49500.0,petrol,manual,281000.0,5022"
"4015,Skoda,Rapid1.6 MPI Style Plus,2016,Pune,75500.0,petrol,manual,416000.0,6641"
"4016,Ford,EcoSportTitanium 1.5L Ti-VCT AT,2017,Pune,53500.0,petrol,automatic,532000.0,9059"
"4017,Nissan,MagniteXV Premium,2023,Pune,11000.0,petrol,manual,787000.0,13402"
"4018,Honda,Amaze1.2L VX CVT,2016,Pune,43000.0,petrol,automatic,498000.00000000006,8480"
"4019,Maruti,CiazAlpha AT Petrol,2021,Pune,32000.0,petrol,automatic,911999.9999999999,15922"
"4020,Tata,AltrozXZ Plus 1.2 Turbo DT,2022,Pune,35000.0,petrol,manual,791000.0,13470"
"4021,Tata,PunchCreative AMT Dual Tone,2023,Pune,1500.0,petrol,automatic,897000.0000000001,15275"
"4022,Hyundai,i10Magna 1.1 iRDE2,2014,Pune,147000.0,petrol,manual,224000.00000000003,4807"
"4023,Hyundai,VenueSX 1.0  Turbo iMT,2021,Pune,30000.0,petrol,manual,851000.0,14866"
"4024,Maruti,Wagon R 1.2ZXI,2022,Pune,39000.0,petrol,manual,532000.0,9059"
"4025,Tata,TiagoXZA+ AMT,2020,Pune,46000.0,petrol,automatic,547000.0,9315"
"4026,Hyundai,XcentSX AT (O) Petrol,2014,Pune,81000.0,petrol,automatic,430000.0,8651"
"4027,Honda,AmazeVX MT 1.2 Petrol,2022,Pune,14000.0,petrol,manual,758000.0,12908"
"4028,Mahindra,XUV500W7,2021,Pune,40000.0,diesel,manual,1207000.0,21786"
"4029,Mahindra,XUV700AX7 Petrol MT 7 STR,2024,Pune,6000.0,petrol,manual,1985000.0000000002,34143"
"4030,Maruti,Alto 800Lxi,2012,Pune,74000.0,petrol,manual,200999.99999999997,7796"
"4031,Renault,Kwid1.0L RXT(O) AMT,2022,Pune,23500.0,petrol,automatic,467000.0,7952"
"4032,Tata,AltrozXT 1.2,2023,Pune,16500.0,petrol,manual,743000.0,12652"
"4033,Hyundai,Elite i20Sportz 1.2,2016,Pune,69000.0,petrol,manual,434000.0,7390"
"4034,Maruti,Alto K10VXi,2023,Pune,31000.0,petrol,manual,436000.00000000006,7424"
"4035,Datsun,Redi-GOT(O) 1.0,2018,Pune,45000.0,petrol,manual,249000.00000000003,6711"
"4036,Tata,NexonXZA Plus (O) Diesel,2021,Pune,125000.0,diesel,automatic,949000.0,16160"
"4037,Maruti,Wagon R 1.0VXI AMT,2016,Pune,39500.0,petrol,automatic,336000.0,6005"
"4038,Hyundai,i10Sportz 1.2 Kappa2,2011,Pune,81000.0,petrol,manual,222000.00000000003,15862"
"4039,Hyundai,New Santro 1.1Sportz Executive CNG,2022,Pune,70000.0,petrol+cng,manual,541000.0,8637"
"4040,Renault,KigerRXZ MT,2023,Pune,17500.0,petrol,manual,739000.0,12584"
"4041,Honda,CityZX CVT Petrol,2019,Pune,33000.0,petrol,automatic,927000.0,15786"
"4042,Volkswagen,PoloHighline1.2L (P),2014,Pune,111000.0,petrol,manual,336000.0,8490"
"4043,Hyundai,VenueSX 1.0  Turbo,2021,Pune,106000.0,petrol,manual,769000.0,13436"
"4044,Maruti,IgnisZeta 1.2 MT,2017,Pune,42500.0,petrol,manual,455999.99999999994,7765"
"4045,Maruti,DzireZXi Plus,2022,Pune,24000.0,petrol,manual,722000.0,12295"
"4046,Maruti,S-CrossSigma 1.3,2017,Pune,67000.0,diesel,manual,534000.0,9093"
"4047,Renault,KigerRXZ 1.0 Turbo MT,2022,Pune,34000.0,petrol,manual,712000.0,12124"
"4048,Honda,CityVX Petrol,2021,Pune,12500.0,petrol,manual,1060000.0,18229"
"4049,Maruti,CelerioVXI AMT,2015,Pune,71000.0,petrol,automatic,346000.0,6298"
"4050,Maruti,CelerioZXi AMT,2015,Pune,99500.0,petrol,automatic,349000.0,6352"
"4051,Tata,TiagoXZA+ AMT,2019,Pune,36500.0,petrol,automatic,564000.0,9604"
"4052,Tata,NexonXM,2023,Pune,30000.0,petrol,manual,782000.0,13317"
"4053,Hyundai,Elite i20Sportz 1.2,2016,Pune,40500.0,petrol,manual,529000.0,9008"
"4054,Tata,TigorRevotron XZ+ CNG,2022,Pune,43500.0,petrol+cng,manual,696000.0,11852"
"4055,Hyundai,VernaSX (O) 1.5 Turbo Petrol MT,2023,Pune,12000.0,petrol,manual,1429000.0,24576"
"4056,Honda,CityZX Petrol CVT,2023,Pune,39500.0,petrol,automatic,1355000.0,23296"
"4057,Maruti,Alto K10VXI S-CNG,2023,Pune,14000.0,petrol+cng,manual,528000.0,8991"
"4058,Maruti,CelerioVXI AMT,2017,Pune,81500.0,petrol,automatic,380000.0,6471"
"4059,Hyundai,AuraSX 1.2 Petrol,2024,Pune,10000.0,petrol,manual,791000.0,13470"
"4060,Maruti,ErtigaZXi,2012,Pune,65500.0,petrol,manual,520000.0,19777"
"4061,Volkswagen,Vento1.6L Highline Petrol,2016,Pune,50000.0,petrol,manual,555000.0,8860"
"4062,Maruti,Alto 800Lxi,2016,Pune,57500.0,petrol,manual,233000.0,4164"
"4063,Honda,CityVX CVT Petrol,2023,Pune,16000.0,petrol,automatic,1317000.0,22649"
"4064,Honda,Amaze1.2 VX i-VTEC,2013,Pune,124500.0,petrol,manual,341000.0,9191"
"4065,Honda,Amaze1.2 VX i-VTEC,2014,Pune,91500.0,petrol,manual,373000.0,8005"
"4066,Maruti,DzireZXI Plus AMT,2022,Pune,11500.0,petrol,automatic,827000.0,14083"
"4067,Kia,SeltosGTX Plus DCT Dual Tone,2020,Pune,44500.0,petrol,automatic,1376000.0,23665"
"4068,Hyundai,New Santro 1.1Sportz CNG,2019,Pune,91000.0,petrol+cng,manual,430000.0,6864"
"4069,Tata,NexonXZ Plus (HS),2022,Pune,7000.0,petrol,manual,977000.0,16637"
"4070,Kia,SeltosHTX+ G1.5 T-GDI Petrol IMT,2023,Pune,24500.0,petrol,manual,1619000.0000000002,27842"
"4071,Volkswagen,T-Roc1.5 TSI DSG,2021,Pune,63500.0,petrol,automatic,1782000.0,30647"
"4072,Hyundai,i20Magna 1.2,2011,Pune,63000.0,petrol,manual,258000.0,18435"
"4073,Kia,SeltosHTX Plus D,2021,Pune,43500.0,diesel,manual,1385000.0,23819"
"4074,Maruti,Swift DzireVXI,2014,Pune,94000.0,petrol,manual,405000.0,8692"
"4075,Maruti,CelerioZXi Plus,2023,Pune,15000.0,petrol,manual,563000.0,9587"
"4076,Maruti,Alto 800VXi,2023,Pune,6500.0,petrol,manual,429000.0,7667"
"4077,Maruti,XL6Alpha MT Petrol,2021,Pune,19000.0,petrol,manual,1034000.0,17782"
"4078,Hyundai,New Santro 1.1Sportz Executive CNG,2021,Pune,75000.0,petrol+cng,manual,513999.99999999994,8206"
"4079,Mahindra,XUV500W10,2017,Pune,113000.0,diesel,manual,897000.0000000001,16031"
"4080,Renault,DusterRXS CVT Petrol,2018,Pune,33000.0,petrol,automatic,649000.0,11052"
"4081,Maruti,Wagon R 1.0VXI CNG,2024,Pune,10500.0,petrol+cng,manual,644000.0,10966"
"4082,Nissan,MagniteXV Turbo Dual Tone,2021,Pune,23000.0,petrol,manual,713000.0,12141"
"4083,Maruti,CelerioVXI AMT,2017,Pune,38500.0,petrol,automatic,400000.0,6811"
"4084,Maruti,BalenoAlpha AT Petrol,2018,Pune,110000.0,petrol,automatic,522000.0,8889"
"4085,Kia,SonetGTX Plus 1.5,2022,Pune,33000.0,diesel,manual,1178000.0,20259"
"4086,Maruti,CiazAlpha 1.4 AT,2017,Pune,68000.0,petrol,automatic,657000.0,11188"
"4087,Hyundai,Grand i10Asta 1.2 Kappa VTVT,2014,Pune,64500.0,petrol,manual,363000.0,7790"
"4088,Tata,NexonXZ Plus,2022,Pune,19000.0,petrol,manual,892000.0,16075"
"4089,Maruti,Alto 800LXi,2017,Pune,43000.0,petrol,manual,265000.0,4736"
"4090,Renault,Kwid1.0 RXT SCE,2023,Pune,7000.0,petrol,manual,445000.0,7748"
"4091,Hyundai,EonSportz,2018,Pune,29500.0,petrol,manual,355000.0,5667"
"4092,Maruti,IgnisAlpha 1.2 MT,2017,Pune,38500.0,petrol,manual,499000.0,8497"
"4093,Tata,AltrozXZ Plus 1.5 diesel mt dual tone,2022,Pune,27500.0,diesel,manual,846000.0000000001,14406"
"4094,Maruti,Alto 800Vxi,2016,Pune,39500.0,petrol,manual,260000.0,4646"
"4095,Tata,AltrozXT 1.2,2021,Pune,50000.0,petrol,manual,621000.0,10575"
"4096,Hyundai,EonMagna,2013,Pune,57500.0,petrol,manual,231999.99999999997,5862"
"4097,Hyundai,i10Magna 1.2 Kappa2,2011,Pune,47500.0,petrol,manual,217000.0,15505"
"4098,Hyundai,New Santro 1.1Sportz Executive CNG,2022,Pune,36000.0,petrol+cng,manual,551000.0,8796"
"4099,Hyundai,CretaSX+ SE,2018,Pune,54000.0,petrol,manual,894000.0,15224"
"4100,Maruti,Wagon R 1.0LXI CNG,2016,Pune,127000.0,petrol+cng,manual,341000.0,5807"
"4101,Maruti,BalenoAlpha AGS,2023,Pune,26500.0,petrol,automatic,877999.9999999999,14951"
"4102,Tata,NexonXZ Plus Diesel S,2023,Pune,33000.0,diesel,manual,1168000.0,20094"
"4103,Kia,CarensLuxury Plus 1.4 Petrol 6 STR,2022,Pune,19500.0,petrol,manual,1467000.0,25237"
"4104,Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2014,Pune,44500.0,petrol,manual,377000.0,8091"
"4105,Maruti,DzireZXi AMT,2017,Pune,43000.0,petrol,automatic,563000.0,9587"
"4106,Honda,CityVX CVT Petrol,2022,Pune,28500.0,petrol,automatic,1187000.0,20413"
"4107,Ford,FreestyleTitanium Plus 1.5 TDCI,2020,Pune,114000.0,diesel,manual,604000.0,10285"
"4108,Hyundai,Elite i20Asta 1.2,2018,Pune,50500.0,petrol,manual,513999.99999999994,8753"
"4109,Hyundai,New Santro 1.1Sportz Executive CNG,2021,Pune,111500.0,petrol+cng,manual,468000.0,7471"
"4110,Tata,AltrozXZ Plus 1.5,2023,Pune,68500.0,diesel,manual,861000.0,15241"
"4111,Tata,NexonXZA Plus (O) Diesel,2021,Pune,41000.0,diesel,automatic,1041000.0,17902"
"4112,Maruti,DzireVXi AMT,2020,Pune,42000.0,petrol,automatic,695000.0,11835"
"4113,Renault,DusterRxE Petrol,2014,Pune,59500.0,petrol,manual,415000.00000000006,8906"
"4114,Ford,EcoSportTitanium 1.5 TDCi (Opt),2013,Pune,108000.0,diesel,manual,480000.0,12938"
"4115,Tata,TigorRevotron XZ+ CNG,2022,Pune,51000.0,petrol+cng,manual,675000.0,11494"
"4116,Toyota,Urban CruiserPremium Grade AT Dual Tone,2021,Pune,67500.0,petrol,automatic,902000.0,15360"
"4117,Volkswagen,AmeoHighline1.2L (P),2018,Pune,38000.0,petrol,manual,476999.99999999994,7615"
"4118,Hyundai,New Santro 1.1Magna Executive CNG,2022,Pune,53000.0,petrol+cng,manual,537000.0,8573"
"4119,Tata,TigorRevotron XZ+ CNG,2023,Pune,40000.0,petrol+cng,manual,743000.0,12652"
"4120,Honda,City1.5 V MT,2013,Pune,72500.0,petrol,manual,385000.0,10377"
"4121,Maruti,Swift DzireZXI,2013,Pune,107000.0,petrol,manual,399000.0,10755"
"4122,Hyundai,New i20Asta (O) 1.0 Turbo DCT,2022,Pune,23500.0,petrol,automatic,978999.9999999999,16671"
"4123,Hyundai,i10Magna 1.2 Petrol,2013,Pune,66000.0,petrol,manual,240000.0,6469"
"4124,Hyundai,Creta1.6L SX VTVT,2019,Pune,41500.0,petrol,manual,900000.0,15718"
"4125,Maruti,Swift DzireVDI,2015,Pune,58000.0,diesel,manual,459000.0,8354"
"4126,Hyundai,Creta1.6 SX AT,2019,Pune,55000.0,diesel,automatic,1161000.0,19967"
"4127,Maruti,BrezzaZXI PLUS,2023,Pune,500.0,petrol,manual,1205000.0,20724"
"4128,Maruti,SwiftVXI,2015,Pune,44000.0,petrol,manual,430999.99999999994,7845"
"4129,Maruti,CiazSHVS RS Petrol,2016,Pune,70500.0,petrol,manual,598000.0,10183"
"4130,Toyota,Innova Crysta2.4 Z 7STR,2016,Pune,68500.0,diesel,manual,1623000.0,27911"
"4131,Maruti,SwiftZXI,2016,Pune,127500.0,petrol,manual,425000.0,7237"
"4132,Hyundai,Creta1.4 S,2019,Pune,51000.0,diesel,manual,1110000.0,19089"
"4133,Volkswagen,VirtusTopline 1.0 TSI AT,2023,Pune,17000.0,petrol,automatic,1375000.0,23653"
"4134,Mahindra,XUV500W8,2015,Pune,99000.0,diesel,manual,759000.0,14445"
"4135,Maruti,Swift DzireVXI 1.2,2011,Pune,64000.0,petrol,manual,272000.0,19435"
"4136,Honda,BR-VV CVT Petrol,2016,Pune,84000.0,petrol,automatic,648000.0,11035"
"4137,Maruti,Alto K10VXi,2016,Pune,21000.0,petrol,manual,320000.0,5449"
"4138,Nissan,MagniteXV Premium Turbo (O),2023,Pune,31000.0,petrol,manual,764000.0,13010"
"4139,Volkswagen,Vento1.6L Highline Diesel,2013,Pune,89000.0,diesel,manual,409999.99999999994,10360"
"4140,Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT CNG,2022,Pune,29000.0,petrol+cng,manual,704000.0,11988"
"4141,Volkswagen,PoloHighline1.2L (P),2016,Pune,130500.0,petrol,manual,398000.0,6354"
"4142,Hyundai,Grand i10Asta (O) AT 1.2 kappa VTVT,2017,Pune,124000.0,petrol,automatic,399000.0,6794"
"4143,Skoda,RapidElegance Black Package Diesel MT,2015,Pune,119000.0,diesel,manual,480000.0,8191"
"4144,Maruti,Wagon R 1.0LXI CNG,2013,Pune,57000.0,petrol+cng,manual,331000.0,8922"
"4145,Hyundai,Creta1.6 SX Plus Auto,2015,Pune,105000.0,diesel,automatic,759000.0,13815"
"4146,Tata,ZestXMA Diesel,2015,Pune,87000.0,diesel,automatic,389000.0,8348"
"4147,Maruti,XL6Alpha AT Petrol,2022,Pune,48000.0,petrol,automatic,1104000.0,19446"
"4148,Maruti,ErtigaZXi Plus AT,2024,Pune,15000.0,petrol,automatic,1278000.0,21978"
"4149,Skoda,Rapid NewStyle,2021,Pune,79000.0,petrol,manual,707000.0,12039"
"4150,Maruti,BalenoZeta Petrol,2024,Pune,5000.0,petrol,manual,810000.0,13793"
"4151,Tata,PunchCreative Kaziranga Edition,2022,Pune,20500.0,petrol,manual,758000.0,12908"
"4152,Tata,NexonXZ Plus S,2024,Pune,5500.0,petrol,manual,1026000.0,17642"
"4153,Hyundai,Grand i10 NiosSportz 1.2 CNG,2023,Pune,29000.0,petrol+cng,manual,684000.0,11648"
"4154,Hyundai,i10Sportz 1.2 AT Kappa2,2012,Pune,92500.0,petrol,automatic,247000.00000000003,9394"
"4155,MG,Hector PlusSavvy Pro 1.5 Turbo Petrol CVT 6 STR,2023,Pune,10000.0,petrol,automatic,2035000.0000000002,34994"
"4156,Maruti,AltoLXI,2011,Pune,72000.0,petrol,manual,149000.0,10646"
"4157,Renault,TriberRXT,2021,Pune,41500.0,petrol,manual,513000.0,8736"
"4158,Skoda,Rapid NewRider Plus AT,2021,Pune,26500.0,petrol,automatic,718000.0,12227"
"4159,Maruti,Vitara BrezzaZDi,2017,Pune,77000.0,diesel,manual,675000.0,11494"
"4160,Hyundai,i20 N LineN8 1.0 Turbo iMT,2022,Pune,18000.0,petrol,manual,890000.0,15547"
"4161,Tata,TigorRevotron XM CNG,2023,Pune,18000.0,petrol+cng,manual,696000.0,11852"
"4162,Skoda,RapidElegance Diesel MT,2017,Pune,87000.0,diesel,manual,424000.0,6769"
"4163,Maruti,Alto 800LXI CNG,2020,Pune,67000.0,petrol+cng,manual,349000.0,6237"
"4164,Tata,NexonXMA (S) Diesel,2020,Pune,64000.0,diesel,automatic,749000.0,12755"
"4165,Maruti,SwiftVXI,2015,Pune,31500.0,petrol,manual,415000.00000000006,7554"
"4166,Tata,NexonXZ Plus Diesel,2019,Pune,52000.0,diesel,manual,789000.0,13436"
"4167,Ford,EcoSportAmbiente 1.5L TDCi,2017,Pune,66500.0,diesel,manual,574000.0,9774"
"4168,Hyundai,Grand i10Magna 1.2 Kappa VTVT CNG,2019,Pune,29500.0,petrol+cng,manual,531000.0,9042"
"4169,Maruti,FronxAlpha 1.0L Turbo MT,2023,Pune,23000.0,petrol,manual,1019000.0,17523"
"4170,Volkswagen,PoloHighline 1.5 (D),2015,Pune,76000.0,diesel,manual,488000.0,8327"
"4171,Maruti,ErtigaVXI,2017,Pune,23000.0,petrol,manual,700000.0,11920"
"4172,Maruti,BalenoDelta 1.2,2016,Pune,51000.0,petrol,manual,434999.99999999994,7407"
"4173,BMW,5 Series520d Luxury Line,2015,Pune,46500.0,diesel,automatic,1650000.0,30331"
"4174,Maruti,Wagon R 1.0VXI CNG,2023,Pune,19500.0,petrol+cng,manual,605000.0,10302"
"4175,Hyundai,Elite i20Asta 1.4 CRDI,2015,Pune,109000.0,diesel,manual,525000.0,9556"
"4176,Mahindra,XUV 3XOAX5 1.5 Diesel Autoshift Plus,2024,Pune,5500.0,diesel,automatic,1267000.0,21789"
"4177,Honda,MobilioS Petrol,2015,Pune,50500.0,petrol,manual,430000.0,7337"
"4178,Kia,SeltosHTE D,2021,Pune,49500.0,diesel,manual,977000.0,16637"
"4179,Maruti,IgnisZeta 1.2 AMT,2022,Pune,6000.0,petrol,automatic,657000.0,11188"
"4180,Maruti,CelerioVXi (O) CNG,2019,Pune,31500.0,cng,manual,472000.0,8037"
"4181,Maruti,Swift DzireVXI,2013,Pune,28000.0,petrol,manual,419000.00000000006,11294"
"4182,Volkswagen,PoloHighline1.2L (P),2016,Pune,89000.0,petrol,manual,398000.0,6354"
"4183,Mahindra,KUV100K6+ 6 STR,2016,Pune,34500.0,petrol,manual,355000.0,6045"
"4184,Mahindra,TharLX Hard Top Diesel AT,2021,Pune,54000.0,diesel,automatic,1287000.0,22132"
"4185,Maruti,S-CrossZeta AT,2022,Pune,15000.0,petrol,automatic,968000.0,16484"
"4186,Tata,PunchAdventure Rhythm Pack MT,2024,Pune,3500.0,petrol,manual,734000.0,12499"
"4187,Maruti,BalenoAlpha 1.2,2016,Pune,108000.0,petrol,manual,499000.0,8497"
"4188,Maruti,DzireVXi,2021,Pune,22000.0,petrol,manual,629000.0,10711"
"4189,Maruti,SwiftVXI,2020,Pune,42500.0,petrol,manual,569000.0,9689"
"4190,Kia,SonetHTK Plus 1.5 AT,2020,Pune,46500.0,diesel,automatic,899000.0,15309"
"4191,Hyundai,Elite i20Asta 1.4 CRDI (O),2015,Pune,74000.0,diesel,manual,542000.0,9865"
